file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20260115.xlsx,285A,18,-5500.0,0.5,40.0
ticks_20260115.xlsx,285A,12,-5500.0,0.6,40.0
ticks_20260115.xlsx,285A,6,-5500.0,0.7,40.0
ticks_20260115.xlsx,285A,4,-6500.0,0.8,40.0
ticks_20260115.xlsx,285A,4,-6500.0,0.9,40.0
ticks_20260115.xlsx,285A,0,0.0,1.0,40.0
ticks_20260115.xlsx,285A,72,-20500.0,0.1,45.0
ticks_20260115.xlsx,285A,60,-20500.0,0.2,45.0
ticks_20260115.xlsx,285A,52,-15000.0,0.3,45.0
ticks_20260115.xlsx,285A,36,-10000.0,0.4,45.0
ticks_20260115.xlsx,285A,22,-4000.0,0.5,45.0
ticks_20260115.xlsx,285A,16,-4000.0,0.6,45.0
ticks_20260115.xlsx,285A,8,-3000.0,0.7,45.0
ticks_20260115.xlsx,285A,6,-4000.0,0.8,45.0
ticks_20260115.xlsx,285A,4,-6500.0,0.9,45.0
ticks_20260115.xlsx,285A,0,0.0,1.0,45.0
ticks_20260115.xlsx,285A,74,-22500.0,0.1,50.0
ticks_20260115.xlsx,285A,62,-22500.0,0.2,50.0
ticks_20260115.xlsx,285A,54,-17000.0,0.3,50.0
ticks_20260115.xlsx,285A,38,-12000.0,0.4,50.0
ticks_20260115.xlsx,285A,24,-6000.0,0.5,50.0
ticks_20260115.xlsx,285A,18,-6000.0,0.6,50.0
ticks_20260115.xlsx,285A,10,-5000.0,0.7,50.0
ticks_20260115.xlsx,285A,8,-6000.0,0.8,50.0
ticks_20260115.xlsx,285A,6,-8500.0,0.9,50.0
ticks_20260115.xlsx,285A,2,-2000.0,1.0,50.0
